0.000000 ,0.000000 ,0.000000 
0.000000 ,0.000000 ,0.000000 
-0.000756 ,-0.047619 ,0.047619 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
-0.024793 ,-0.272727 ,0.272727 
